Areaname,commaloc,Admin2,StateAbrev,State
"Dickenson, VA",10,Dickenson,VA,Virginia
"Dinwiddie, VA",10,Dinwiddie,VA,Virginia
"Emporia, VA",8,Emporia,VA,Virginia
"Essex, VA",6,Essex,VA,Virginia
"Fairfax, VA",8,Fairfax,VA,Virginia
"Falls Church, VA",13,Falls Church,VA,Virginia
"Fauquier, VA",9,Fauquier,VA,Virginia
"Floyd, VA",6,Floyd,VA,Virginia
"Fluvanna, VA",9,Fluvanna,VA,Virginia
"Franklin, VA",9,Franklin,VA,Virginia
"Frederick, VA",10,Frederick,VA,Virginia
"Fredericksburg, VA",15,Fredericksburg,VA,Virginia
"Galax, VA",6,Galax,VA,Virginia
"Giles, VA",6,Giles,VA,Virginia
"Gloucester, VA",11,Gloucester,VA,Virginia
"Goochland, VA",10,Goochland,VA,Virginia
"Grayson, VA",8,Grayson,VA,Virginia
"Greene, VA",7,Greene,VA,Virginia
"Greensville, VA",12,Greensville,VA,Virginia
"Halifax, VA",8,Halifax,VA,Virginia
"Hampton, VA",8,Hampton,VA,Virginia
"Hanover, VA",8,Hanover,VA,Virginia
"Harrisonburg, VA",13,Harrisonburg,VA,Virginia
"Henrico, VA",8,Henrico,VA,Virginia
"Henry, VA",6,Henry,VA,Virginia
"Highland, VA",9,Highland,VA,Virginia
"Hopewell, VA",9,Hopewell,VA,Virginia
"Isle of Wight, VA",14,Isle of Wight,VA,Virginia
"James City, VA",11,James City,VA,Virginia
"King and Queen, VA",15,King and Queen,VA,Virginia
"King George, VA",12,King George,VA,Virginia
"King William, VA",13,King William,VA,Virginia
"Lancaster, VA",10,Lancaster,VA,Virginia
"Lee, VA",4,Lee,VA,Virginia
"Lexington, VA",10,Lexington,VA,Virginia
"Loudoun, VA",8,Loudoun,VA,Virginia
"Louisa, VA",7,Louisa,VA,Virginia
"Lunenburg, VA",10,Lunenburg,VA,Virginia
"Lynchburg, VA",10,Lynchburg,VA,Virginia
"Madison, VA",8,Madison,VA,Virginia
"Manassas Park, VA",14,Manassas Park,VA,Virginia
"Manassas, VA",9,Manassas,VA,Virginia
"Martinsville, VA",13,Martinsville,VA,Virginia
"Mathews, VA",8,Mathews,VA,Virginia
"Mecklenburg, VA",12,Mecklenburg,VA,Virginia
"Middlesex, VA",10,Middlesex,VA,Virginia
"Montgomery, VA",11,Montgomery,VA,Virginia
"Nelson, VA",7,Nelson,VA,Virginia
"New Kent, VA",9,New Kent,VA,Virginia
"Newport News, VA",13,Newport News,VA,Virginia
"Norfolk, VA",8,Norfolk,VA,Virginia
"Northampton, VA",12,Northampton,VA,Virginia
"Northumberland, VA",15,Northumberland,VA,Virginia
"Norton, VA",7,Norton,VA,Virginia
"Nottoway, VA",9,Nottoway,VA,Virginia
"Orange, VA",7,Orange,VA,Virginia
"Page, VA",5,Page,VA,Virginia
"Patrick, VA",8,Patrick,VA,Virginia
"Petersburg, VA",11,Petersburg,VA,Virginia
"Pittsylvania, VA",13,Pittsylvania,VA,Virginia
"Poquoson, VA",9,Poquoson,VA,Virginia
"Portsmouth, VA",11,Portsmouth,VA,Virginia
"Powhatan, VA",9,Powhatan,VA,Virginia
"Prince Edward, VA",14,Prince Edward,VA,Virginia
"Prince George, VA",14,Prince George,VA,Virginia
"Prince William, VA",15,Prince William,VA,Virginia
"Pulaski, VA",8,Pulaski,VA,Virginia
"Radford, VA",8,Radford,VA,Virginia
"Rappahannock, VA",13,Rappahannock,VA,Virginia
"Richmond, VA",9,Richmond,VA,Virginia
"Roanoke, VA",8,Roanoke,VA,Virginia
"Rockbridge, VA",11,Rockbridge,VA,Virginia
"Rockingham, VA",11,Rockingham,VA,Virginia
"Russell, VA",8,Russell,VA,Virginia
"Salem, VA",6,Salem,VA,Virginia
"Scott, VA",6,Scott,VA,Virginia
"Shenandoah, VA",11,Shenandoah,VA,Virginia
"Smyth, VA",6,Smyth,VA,Virginia
"South Boston, VA",13,South Boston,VA,Virginia
"Southampton, VA",12,Southampton,VA,Virginia
"Spotsylvania, VA",13,Spotsylvania,VA,Virginia
"Stafford, VA",9,Stafford,VA,Virginia
"Staunton, VA",9,Staunton,VA,Virginia
"Suffolk, VA",8,Suffolk,VA,Virginia
"Surry, VA",6,Surry,VA,Virginia
"Sussex, VA",7,Sussex,VA,Virginia
"Tazewell, VA",9,Tazewell,VA,Virginia
"Virginia Beach, VA",15,Virginia Beach,VA,Virginia
"Warren, VA",7,Warren,VA,Virginia
"Washington, VA",11,Washington,VA,Virginia
"Waynesboro, VA",11,Waynesboro,VA,Virginia
"Westmoreland, VA",13,Westmoreland,VA,Virginia
"Williamsburg, VA",13,Williamsburg,VA,Virginia
"Winchester, VA",11,Winchester,VA,Virginia
"Wise, VA",5,Wise,VA,Virginia
"Wythe, VA",6,Wythe,VA,Virginia
"York, VA",5,York,VA,Virginia
"Adams, WA",6,Adams,WA,Washington
"Asotin, WA",7,Asotin,WA,Washington
"Benton, WA",7,Benton,WA,Washington
"Chelan, WA",7,Chelan,WA,Washington
"Clallam, WA",8,Clallam,WA,Washington
"Clark, WA",6,Clark,WA,Washington
"Columbia, WA",9,Columbia,WA,Washington
"Cowlitz, WA",8,Cowlitz,WA,Washington
"Douglas, WA",8,Douglas,WA,Washington
"Ferry, WA",6,Ferry,WA,Washington
"Franklin, WA",9,Franklin,WA,Washington
"Garfield, WA",9,Garfield,WA,Washington
"Grant, WA",6,Grant,WA,Washington
"Grays Harbor, WA",13,Grays Harbor,WA,Washington
"Island, WA",7,Island,WA,Washington
"Jefferson, WA",10,Jefferson,WA,Washington
"King, WA",5,King,WA,Washington
"Kitsap, WA",7,Kitsap,WA,Washington
"Kittitas, WA",9,Kittitas,WA,Washington
"Klickitat, WA",10,Klickitat,WA,Washington
"Lewis, WA",6,Lewis,WA,Washington
"Lincoln, WA",8,Lincoln,WA,Washington
"Mason, WA",6,Mason,WA,Washington
"Okanogan, WA",9,Okanogan,WA,Washington
"Pacific, WA",8,Pacific,WA,Washington
"Pend Oreille, WA",13,Pend Oreille,WA,Washington
"Pierce, WA",7,Pierce,WA,Washington
"San Juan, WA",9,San Juan,WA,Washington
"Skagit, WA",7,Skagit,WA,Washington
"Skamania, WA",9,Skamania,WA,Washington
"Snohomish, WA",10,Snohomish,WA,Washington
"Spokane, WA",8,Spokane,WA,Washington
"Stevens, WA",8,Stevens,WA,Washington
"Thurston, WA",9,Thurston,WA,Washington
"Wahkiakum, WA",10,Wahkiakum,WA,Washington
"Walla Walla, WA",12,Walla Walla,WA,Washington
"Whatcom, WA",8,Whatcom,WA,Washington
"Whitman, WA",8,Whitman,WA,Washington
"Yakima, WA",7,Yakima,WA,Washington
"Barbour, WV",8,Barbour,WV,West Virginia
"Berkeley, WV",9,Berkeley,WV,West Virginia
"Boone, WV",6,Boone,WV,West Virginia
"Braxton, WV",8,Braxton,WV,West Virginia
"Brooke, WV",7,Brooke,WV,West Virginia
"Cabell, WV",7,Cabell,WV,West Virginia
"Calhoun, WV",8,Calhoun,WV,West Virginia
"Clay, WV",5,Clay,WV,West Virginia
"Doddridge, WV",10,Doddridge,WV,West Virginia
"Fayette, WV",8,Fayette,WV,West Virginia
"Gilmer, WV",7,Gilmer,WV,West Virginia
"Grant, WV",6,Grant,WV,West Virginia
"Greenbrier, WV",11,Greenbrier,WV,West Virginia
"Hampshire, WV",10,Hampshire,WV,West Virginia
"Hancock, WV",8,Hancock,WV,West Virginia
"Hardy, WV",6,Hardy,WV,West Virginia
"Harrison, WV",9,Harrison,WV,West Virginia
"Jackson, WV",8,Jackson,WV,West Virginia
"Jefferson, WV",10,Jefferson,WV,West Virginia
"Kanawha, WV",8,Kanawha,WV,West Virginia
"Lewis, WV",6,Lewis,WV,West Virginia
"Lincoln, WV",8,Lincoln,WV,West Virginia
"Logan, WV",6,Logan,WV,West Virginia
"Marion, WV",7,Marion,WV,West Virginia
"Marshall, WV",9,Marshall,WV,West Virginia
"Mason, WV",6,Mason,WV,West Virginia
"McDowell, WV",9,McDowell,WV,West Virginia
"Mercer, WV",7,Mercer,WV,West Virginia
"Mineral, WV",8,Mineral,WV,West Virginia
"Mingo, WV",6,Mingo,WV,West Virginia
"Monongalia, WV",11,Monongalia,WV,West Virginia
"Monroe, WV",7,Monroe,WV,West Virginia
"Morgan, WV",7,Morgan,WV,West Virginia
"Nicholas, WV",9,Nicholas,WV,West Virginia
"Ohio, WV",5,Ohio,WV,West Virginia
"Pendleton, WV",10,Pendleton,WV,West Virginia
"Pleasants, WV",10,Pleasants,WV,West Virginia
"Pocahontas, WV",11,Pocahontas,WV,West Virginia
"Preston, WV",8,Preston,WV,West Virginia
"Putnam, WV",7,Putnam,WV,West Virginia
"Raleigh, WV",8,Raleigh,WV,West Virginia
"Randolph, WV",9,Randolph,WV,West Virginia
"Ritchie, WV",8,Ritchie,WV,West Virginia
"Roane, WV",6,Roane,WV,West Virginia
"Summers, WV",8,Summers,WV,West Virginia
"Taylor, WV",7,Taylor,WV,West Virginia
"Tucker, WV",7,Tucker,WV,West Virginia
"Tyler, WV",6,Tyler,WV,West Virginia
"Upshur, WV",7,Upshur,WV,West Virginia
"Wayne, WV",6,Wayne,WV,West Virginia
"Webster, WV",8,Webster,WV,West Virginia
"Wetzel, WV",7,Wetzel,WV,West Virginia
"Wirt, WV",5,Wirt,WV,West Virginia
"Wood, WV",5,Wood,WV,West Virginia
"Wyoming, WV",8,Wyoming,WV,West Virginia
"Adams, WI",6,Adams,WI,Wisconsin
"Ashland, WI",8,Ashland,WI,Wisconsin
"Barron, WI",7,Barron,WI,Wisconsin
"Bayfield, WI",9,Bayfield,WI,Wisconsin
"Brown, WI",6,Brown,WI,Wisconsin
"Buffalo, WI",8,Buffalo,WI,Wisconsin
"Burnett, WI",8,Burnett,WI,Wisconsin
"Calumet, WI",8,Calumet,WI,Wisconsin
"Chippewa, WI",9,Chippewa,WI,Wisconsin
"Clark, WI",6,Clark,WI,Wisconsin
"Columbia, WI",9,Columbia,WI,Wisconsin
"Crawford, WI",9,Crawford,WI,Wisconsin
"Dane, WI",5,Dane,WI,Wisconsin
"Dodge, WI",6,Dodge,WI,Wisconsin
"Door, WI",5,Door,WI,Wisconsin
"Douglas, WI",8,Douglas,WI,Wisconsin
"Dunn, WI",5,Dunn,WI,Wisconsin
"Eau Claire, WI",11,Eau Claire,WI,Wisconsin
"Florence, WI",9,Florence,WI,Wisconsin
"Fond du Lac, WI",12,Fond du Lac,WI,Wisconsin
"Forest, WI",7,Forest,WI,Wisconsin
"Grant, WI",6,Grant,WI,Wisconsin
"Green Lake, WI",11,Green Lake,WI,Wisconsin
"Green, WI",6,Green,WI,Wisconsin
"Iowa, WI",5,Iowa,WI,Wisconsin
"Iron, WI",5,Iron,WI,Wisconsin
"Jackson, WI",8,Jackson,WI,Wisconsin
"Jefferson, WI",10,Jefferson,WI,Wisconsin
"Juneau, WI",7,Juneau,WI,Wisconsin
"Kenosha, WI",8,Kenosha,WI,Wisconsin
"Kewaunee, WI",9,Kewaunee,WI,Wisconsin
"La Crosse, WI",10,La Crosse,WI,Wisconsin
"Lafayette, WI",10,Lafayette,WI,Wisconsin
"Langlade, WI",9,Langlade,WI,Wisconsin
"Lincoln, WI",8,Lincoln,WI,Wisconsin
"Manitowoc, WI",10,Manitowoc,WI,Wisconsin
"Marathon, WI",9,Marathon,WI,Wisconsin
"Marinette, WI",10,Marinette,WI,Wisconsin
"Marquette, WI",10,Marquette,WI,Wisconsin
"Menominee, WI",10,Menominee,WI,Wisconsin
"Milwaukee, WI",10,Milwaukee,WI,Wisconsin
"Monroe, WI",7,Monroe,WI,Wisconsin
"Oconto, WI",7,Oconto,WI,Wisconsin
"Oneida, WI",7,Oneida,WI,Wisconsin
"Outagamie, WI",10,Outagamie,WI,Wisconsin
"Ozaukee, WI",8,Ozaukee,WI,Wisconsin
"Pepin, WI",6,Pepin,WI,Wisconsin
"Pierce, WI",7,Pierce,WI,Wisconsin
"Polk, WI",5,Polk,WI,Wisconsin
"Portage, WI",8,Portage,WI,Wisconsin
"Price, WI",6,Price,WI,Wisconsin
"Racine, WI",7,Racine,WI,Wisconsin
"Richland, WI",9,Richland,WI,Wisconsin
"Rock, WI",5,Rock,WI,Wisconsin
"Rusk, WI",5,Rusk,WI,Wisconsin
"Sauk, WI",5,Sauk,WI,Wisconsin
"Sawyer, WI",7,Sawyer,WI,Wisconsin
"Shawano, WI",8,Shawano,WI,Wisconsin
"Sheboygan, WI",10,Sheboygan,WI,Wisconsin
"St. Croix, WI",10,St. Croix,WI,Wisconsin
"Taylor, WI",7,Taylor,WI,Wisconsin
"Trempealeau, WI",12,Trempealeau,WI,Wisconsin
"Vernon, WI",7,Vernon,WI,Wisconsin
"Vilas, WI",6,Vilas,WI,Wisconsin
"Walworth, WI",9,Walworth,WI,Wisconsin
"Washburn, WI",9,Washburn,WI,Wisconsin
"Washington, WI",11,Washington,WI,Wisconsin
"Waukesha, WI",9,Waukesha,WI,Wisconsin
"Waupaca, WI",8,Waupaca,WI,Wisconsin
"Waushara, WI",9,Waushara,WI,Wisconsin
"Winnebago, WI",10,Winnebago,WI,Wisconsin
"Wood, WI",5,Wood,WI,Wisconsin
"Albany, WY",7,Albany,WY,Wyoming
"Big Horn, WY",9,Big Horn,WY,Wyoming
"Campbell, WY",9,Campbell,WY,Wyoming
"Carbon, WY",7,Carbon,WY,Wyoming
"Converse, WY",9,Converse,WY,Wyoming
"Crook, WY",6,Crook,WY,Wyoming
"Fremont, WY",8,Fremont,WY,Wyoming
"Goshen, WY",7,Goshen,WY,Wyoming
"Hot Springs, WY",12,Hot Springs,WY,Wyoming
"Johnson, WY",8,Johnson,WY,Wyoming
"Laramie, WY",8,Laramie,WY,Wyoming
"Lincoln, WY",8,Lincoln,WY,Wyoming
"Natrona, WY",8,Natrona,WY,Wyoming
"Niobrara, WY",9,Niobrara,WY,Wyoming
"Park, WY",5,Park,WY,Wyoming
"Platte, WY",7,Platte,WY,Wyoming
"Sheridan, WY",9,Sheridan,WY,Wyoming
"Sublette, WY",9,Sublette,WY,Wyoming
"Sweetwater, WY",11,Sweetwater,WY,Wyoming
"Teton, WY",6,Teton,WY,Wyoming
"Uinta, WY",6,Uinta,WY,Wyoming
"Washakie, WY",9,Washakie,WY,Wyoming
"Weston, WY",7,Weston,WY,Wyoming
